run,n_value,f_schumann_hz,f_golden_hz,latitude,longitude,depth_km,magnitude_mw,alpha_event,resonance_score,proximity_2027
253,19138.36520,7.72790,13736.43000,-56.03000,64.61200,35.10000,9.38000,11.25599,3.40599,3.40029
254,17910.08160,7.09810,13567.85000,-8.79600,-148.64400,29.90000,9.46000,12.42539,4.57539,4.56969
255,19345.36300,8.24660,13565.35000,25.53100,166.42600,20.70000,9.38000,11.32561,3.47561,3.46991
256,18467.85200,7.57570,13793.35000,11.24600,-33.24500,18.10000,9.30000,10.47261,2.62261,2.61691
257,18437.19690,7.68690,13905.87000,49.82100,-179.42300,65.60000,8.07000,7.85909,0.00909,0.00339
258,17589.50770,7.44500,13680.95000,59.18900,-22.61300,22.20000,7.90000,7.90715,0.05715,0.05145
259,18416.59950,7.79410,13336.54000,-53.10700,165.75500,21.80000,8.08000,7.93165,0.08165,0.07595
260,17394.62720,7.45520,14050.52000,46.57300,-178.39900,51.20000,8.87000,8.40383,0.55383,0.54813
261,19168.44170,8.62630,13626.08000,-20.24200,-161.16000,85.50000,8.56000,8.09569,0.24569,0.23999
262,18821.96960,8.69870,13318.94000,-7.00700,26.58400,90.50000,9.18000,9.55828,1.70828,1.70258
263,17941.77210,7.59770,13783.45000,-36.02700,174.86400,35.30000,8.14000,7.94462,0.09462,0.08892
264,18063.55760,7.63200,14024.69000,40.10700,175.05500,23.60000,9.08000,9.01889,1.16889,1.16319
265,17814.12210,8.11220,13981.23000,10.60400,-140.69700,18.90000,8.85000,8.40160,0.55160,0.54590
266,18674.71610,8.02700,13489.85000,-5.07300,85.82300,91.80000,9.43000,11.91086,4.06086,4.05516
267,17308.18640,7.10180,13746.10000,56.77600,-28.62800,62.70000,7.90000,7.90773,0.05773,0.05203
268,18368.95560,7.96290,13820.78000,56.87000,-146.60400,17.00000,7.97000,7.84453,0.00547,0.00023
269,17739.53930,7.13890,13364.77000,-42.10900,-64.40500,18.50000,7.88000,7.87973,0.02973,0.02403
270,18170.75730,8.40080,14003.88000,-33.43000,42.53700,34.70000,8.38000,7.92959,0.07959,0.07389
271,18381.59490,8.19810,13863.06000,-59.94000,-151.90200,11.00000,8.94000,8.65018,0.80018,0.79448
272,18759.04880,7.93560,13941.92000,-9.18000,-101.07100,68.90000,7.83000,7.88493,0.03493,0.02923
273,17971.64490,7.98640,13985.43000,39.51100,129.82800,97.20000,8.82000,8.34455,0.49455,0.48885
274,18176.12420,7.52460,13749.84000,-36.54700,32.04200,21.70000,8.35000,7.91678,0.06678,0.06108
275,18863.41080,7.68060,13665.19000,-34.67300,-94.60100,46.80000,8.21000,7.94325,0.09325,0.08755
276,17804.73610,7.59220,13940.97000,32.30700,41.70500,60.30000,8.66000,8.19218,0.34218,0.33648
277,18968.36820,8.47300,13380.17000,39.93600,-8.75500,27.20000,8.79000,8.34951,0.49951,0.49381
278,17768.27500,7.55080,13602.00000,26.60900,164.94900,96.30000,8.14000,7.87987,0.02987,0.02417
279,18189.06910,7.71380,14071.88000,-51.51000,-61.44500,82.40000,7.53000,7.86343,0.01343,0.00773
280,18198.06340,8.50940,13770.40000,54.14800,1.01200,36.50000,9.20000,9.75105,1.90105,1.89535
281,18750.26450,7.79230,13550.74000,-36.63700,13.46100,23.80000,7.84000,7.83541,0.01459,0.00889
282,17980.45010,8.32410,13110.45000,-24.72000,21.18900,34.10000,8.01000,7.85778,0.00778,0.00208
283,18646.79270,7.98120,13679.11000,-20.31400,-0.16900,48.80000,8.76000,8.23338,0.38338,0.37768
284,18803.36970,8.16540,14029.39000,-14.47700,-88.11500,55.60000,7.59000,7.87921,0.02921,0.02351
285,17771.52290,7.45540,13730.03000,10.93400,-141.69700,16.60000,9.25000,10.03936,2.18936,2.18366
286,17880.07150,7.86730,14061.77000,57.97900,-104.71500,22.00000,8.82000,8.33442,0.48442,0.47872
287,18265.66200,7.86150,13901.61000,-14.97600,-99.92600,72.70000,8.10000,7.91460,0.06460,0.05890
288,17582.35940,7.06510,14011.64000,16.08700,39.37000,53.60000,7.57000,7.89382,0.04382,0.03812
289,18453.88950,7.45840,14010.54000,27.09100,172.69700,89.60000,9.25000,10.04371,2.19371,2.18801
290,18619.98070,7.66090,13597.21000,-20.65600,9.59600,37.40000,8.58000,8.04827,0.19827,0.19257
291,18048.31810,8.31160,13783.97000,-22.62000,159.02800,52.00000,8.67000,8.18458,0.33458,0.32888
292,18074.61840,7.47050,14043.22000,52.32500,-123.66400,72.30000,8.35000,7.92325,0.07325,0.06755
293,18976.13770,8.29020,13632.59000,25.24200,92.54200,60.10000,8.54000,8.06382,0.21382,0.20812
294,18344.94340,8.13780,13538.58000,12.89300,-161.29700,49.80000,9.38000,11.28083,3.43083,3.42513
295,18116.44390,7.64750,14091.47000,30.89200,-77.79500,21.50000,9.05000,8.94116,1.09116,1.08546
296,18278.71830,8.13070,14010.59000,-1.41400,26.69900,33.60000,9.28000,10.26206,2.41206,2.40636
297,18380.07600,8.40440,14037.68000,28.35500,-151.55400,31.70000,8.68000,8.13063,0.28063,0.27493
298,18273.99720,8.12280,13840.18000,-18.24000,82.47500,43.60000,8.53000,8.02556,0.17556,0.16986
299,18197.82030,7.96500,13832.31000,41.75900,67.50800,98.10000,8.59000,8.12296,0.27296,0.26726
300,18447.52960,7.97110,13485.70000,-22.74400,40.50300,68.30000,9.26000,10.11879,2.26879,2.26309
301,18661.68800,7.14660,13492.72000,14.63100,-89.83000,44.90000,9.06000,8.99252,1.14252,1.13682
302,17694.09020,6.94970,13963.52000,-30.85300,-107.05600,19.00000,9.35000,10.93166,3.08166,3.07596
303,18384.72900,8.00050,13836.41000,9.26600,150.39900,39.70000,8.01000,7.88119,0.03119,0.02549
304,18173.33920,8.12800,13826.87000,-31.96000,88.08300,38.30000,7.84000,7.85919,0.00919,0.00349
305,17381.68390,7.18590,14014.78000,-48.01800,-109.96600,20.90000,7.84000,7.90691,0.05691,0.05121
306,18708.36790,8.16600,14140.22000,45.96600,-58.69800,7.80000,8.79000,8.31496,0.46496,0.45926
307,17937.14950,7.77800,13872.48000,-54.87400,80.09100,38.70000,8.24000,7.90262,0.05262,0.04692
308,17575.54650,7.32690,13967.92000,-15.69900,131.87800,18.60000,8.14000,7.91503,0.06503,0.05933
309,19254.33330,8.10300,13818.99000,-46.37400,64.31300,52.60000,7.57000,7.83242,0.01758,0.01188
310,18151.68800,7.28940,14209.54000,-37.47600,-11.60100,78.90000,7.77000,7.83853,0.01147,0.00577
311,17868.36390,7.35370,13168.72000,-2.24000,-122.86400,93.30000,7.89000,7.88335,0.03335,0.02765
312,18768.60570,8.50320,13833.21000,-57.35700,45.22100,38.90000,9.29000,10.36932,2.51932,2.51362
313,17242.48700,7.19470,13482.20000,3.63600,-103.95400,77.90000,7.61000,7.86611,0.01611,0.01041
314,17901.27410,7.66170,13444.61000,-17.28400,-55.53600,86.80000,7.66000,7.86482,0.01482,0.00912
315,18290.62870,7.75630,13467.87000,-39.74200,-69.65800,41.20000,9.18000,9.60596,1.75596,1.75026
316,18781.57660,8.45700,13680.34000,54.35700,-150.98500,93.50000,9.38000,11.24662,3.39662,3.39092
317,18546.49110,7.73450,13875.10000,58.51300,122.92100,44.10000,7.92000,7.87727,0.02727,0.02157
318,18448.60300,8.19420,13762.07000,4.61300,-122.96100,97.90000,9.25000,10.01635,2.16635,2.16065
319,17740.24930,7.60970,14266.49000,-54.71100,-115.88700,59.40000,7.90000,7.91606,0.06606,0.06036
320,17366.78200,7.06030,13759.96000,22.42100,-78.03900,25.10000,9.13000,9.29198,1.44198,1.43628
321,17980.29840,8.09130,13526.71000,-52.22800,-169.01900,54.10000,8.05000,7.93788,0.08788,0.08218
322,17983.46270,7.34740,13665.80000,-18.01200,-123.27600,82.10000,8.35000,7.98186,0.13186,0.12616
323,18889.23380,8.29410,14240.46000,-11.41400,139.31600,77.00000,8.21000,7.92959,0.07959,0.07389
324,18050.01390,8.18180,13638.99000,6.53400,-71.80500,49.50000,9.15000,9.42007,1.57007,1.56437
325,17986.33350,8.41750,13815.28000,19.32800,-23.61500,21.40000,9.43000,11.91279,4.06279,4.05709
326,17815.51410,7.74010,13681.30000,-4.96400,169.42500,95.80000,9.09000,9.14517,1.29517,1.28947
327,17870.18830,7.52450,13422.24000,29.46800,-126.31500,50.20000,8.36000,7.92629,0.07629,0.07059
328,17528.64640,6.77030,13704.07000,1.02400,88.29100,9.60000,8.97000,8.68371,0.83371,0.82801
329,18446.70730,8.15680,13770.63000,-12.52400,-79.48000,41.00000,7.59000,7.87113,0.02113,0.01543
330,18768.62260,7.94620,13768.67000,-46.38200,48.63200,63.30000,7.62000,7.82983,0.02017,0.01447
331,18002.45080,7.71320,13761.07000,42.66200,-75.97900,28.60000,8.37000,7.95559,0.10559,0.09989
332,17090.73010,7.44930,13577.24000,-55.34000,40.07000,27.50000,9.23000,9.84199,1.99199,1.98629
333,18313.75110,7.96750,13938.22000,-22.36800,-177.28600,30.80000,7.91000,7.91195,0.06195,0.05625
334,18044.35120,7.63560,13791.17000,24.22000,175.94400,23.00000,8.20000,7.88722,0.03722,0.03152
335,18221.83090,7.62410,13549.32000,29.33600,-67.44900,17.90000,8.12000,7.90356,0.05356,0.04786
336,18477.57450,8.12440,13984.01000,21.65700,176.46900,47.60000,8.78000,8.26324,0.41324,0.40754
337,18331.37390,7.43530,13824.08000,2.37600,-170.69300,42.90000,9.28000,10.33109,2.48109,2.47539
338,18408.76960,7.75330,14046.83000,-34.55000,-20.43500,36.60000,8.36000,7.92941,0.07941,0.07371
339,17737.31680,7.52270,13468.56000,50.95000,108.45000,82.70000,9.20000,9.68255,1.83255,1.82685
340,18091.87400,7.12390,13881.45000,-28.41500,-21.21200,57.90000,8.33000,7.92622,0.07622,0.07052
341,16992.64790,7.47710,13512.76000,48.34800,168.64200,77.90000,8.35000,7.92168,0.07168,0.06598
342,18360.78210,8.61860,13876.86000,-6.09500,26.95200,70.90000,8.33000,7.94453,0.09453,0.08883
343,18931.37710,8.31500,13732.80000,-26.90400,-74.73300,65.20000,7.87000,7.88602,0.03602,0.03032
344,17884.22250,8.01840,13185.94000,-29.47000,-142.00300,60.30000,8.26000,7.97383,0.12383,0.11813
345,18895.95380,8.36420,13327.51000,-37.95200,139.79300,31.50000,7.85000,7.89749,0.04749,0.04179
346,18460.36590,7.97210,13710.37000,-48.90400,41.67300,26.30000,9.18000,9.52001,1.67001,1.66431
347,17289.10800,7.36980,14028.18000,48.91700,-115.09500,77.90000,8.98000,8.68975,0.83975,0.83405
348,18676.18130,7.66050,13226.56000,-47.18000,-158.48800,85.00000,8.85000,8.46317,0.61317,0.60747
349,17958.26610,7.49330,13762.50000,48.73200,66.83100,89.70000,9.40000,11.56508,3.71508,3.70938
350,18061.51420,7.61000,14211.23000,5.88400,174.19900,71.20000,8.52000,8.03139,0.18139,0.17569
351,17681.17900,7.51450,13783.98000,17.03600,128.49300,49.60000,8.63000,8.11197,0.26197,0.25627
352,17991.72050,7.86700,14013.54000,-51.69900,54.14300,99.70000,8.25000,7.89193,0.04193,0.03623
353,18383.95150,7.70320,13911.34000,25.62800,-121.74600,20.30000,8.05000,7.86422,0.01422,0.00852
354,17915.19910,7.73360,13987.15000,22.05500,47.33500,74.40000,8.05000,7.92618,0.07618,0.07048
355,18242.06120,7.96390,14156.00000,-38.13000,49.31800,49.50000,8.06000,7.85739,0.00739,0.00169
356,18720.32150,8.22480,13857.96000,-19.20500,-0.18200,38.10000,8.30000,7.91561,0.06561,0.05991
357,19117.81020,8.11700,13390.39000,-0.37300,85.61500,51.10000,7.98000,7.89069,0.04069,0.03499
358,18431.69830,8.01800,13938.35000,19.91900,97.43500,6.40000,7.66000,7.87509,0.02509,0.01939
359,17536.46220,7.14960,13540.46000,-26.15700,-0.63600,69.40000,8.84000,8.35172,0.50172,0.49602
360,18150.53600,7.36790,13662.39000,-52.52200,-172.81800,47.10000,7.62000,7.91383,0.06383,0.05813
361,17267.14500,6.79620,13637.25000,-20.28700,141.58900,48.00000,8.84000,8.41181,0.56181,0.55611
362,18224.36660,7.53330,14106.66000,-46.14900,-108.13400,41.10000,8.92000,8.58704,0.73704,0.73134
363,17645.42460,6.81410,13719.68000,18.01000,-94.75800,91.80000,9.28000,10.28616,2.43616,2.43046
364,18083.12090,7.54100,14451.25000,13.22600,-120.14500,36.80000,7.87000,7.86211,0.01211,0.00641
365,18450.97150,7.78830,13460.94000,34.00900,142.15400,61.80000,8.17000,7.89546,0.04546,0.03976
366,18671.68560,8.32290,13615.73000,49.63600,111.02300,44.10000,7.83000,7.87837,0.02837,0.02267
367,17988.73980,8.33720,13567.21000,-47.52400,89.74000,82.20000,8.66000,8.12367,0.27367,0.26797
368,18736.34520,8.56120,13490.05000,-44.67500,162.86300,86.00000,9.11000,9.22823,1.37823,1.37253
369,18315.84870,8.37910,13878.15000,50.84700,-17.83100,55.30000,8.64000,8.16085,0.31085,0.30515
370,17598.05450,7.25490,13212.72000,21.97100,109.87000,26.30000,9.15000,9.43019,1.58019,1.57449
371,18686.43490,8.19010,14029.57000,-47.09400,165.00900,65.00000,9.02000,8.87658,1.02658,1.02088
372,18187.41020,8.07790,13938.36000,44.35100,98.37900,17.80000,8.29000,7.95217,0.10217,0.09647
373,18492.29280,8.03850,14209.04000,-30.93200,48.45900,58.70000,8.88000,8.44283,0.59283,0.58713
374,18527.11220,8.27570,13437.00000,-41.81900,-176.63700,37.90000,8.05000,7.93834,0.08834,0.08264
375,18091.67700,8.60580,13877.43000,-5.89100,-104.54100,93.00000,7.80000,7.88298,0.03298,0.02728
376,19052.96930,8.26550,13956.23000,-44.66900,124.38800,17.50000,9.12000,9.26706,1.41706,1.41136
377,17698.66300,7.70280,13928.91000,-11.59400,35.15800,11.80000,7.64000,7.84937,0.00063,0.00507
378,18779.37560,7.42770,14174.09000,44.78600,-13.42900,8.50000,8.51000,8.06491,0.21491,0.20921
379,18587.91530,8.09170,13722.92000,5.27700,-46.39900,25.40000,7.90000,7.88325,0.03325,0.02755
380,17524.66240,7.96310,13761.63000,-57.85900,-176.80800,95.30000,7.77000,7.91318,0.06318,0.05748
381,17278.25520,7.35590,13863.40000,20.61100,103.32400,43.50000,8.57000,8.07515,0.22515,0.21945
382,18789.92830,7.89930,13554.48000,-57.19000,-170.78400,58.80000,7.79000,7.91576,0.06576,0.06006
383,18683.96480,7.80070,13688.86000,-26.67700,172.35700,78.80000,8.10000,7.93548,0.08548,0.07978
384,17975.73130,7.21890,13579.85000,-53.86500,70.10200,11.40000,8.24000,7.89525,0.04525,0.03955
385,18715.56060,8.34540,13986.26000,46.19400,125.58500,58.50000,8.91000,8.53965,0.68965,0.68395
386,18438.79210,7.79230,13890.88000,-9.85000,-23.34000,49.60000,8.42000,7.97749,0.12749,0.12179
387,17934.93700,7.64930,13460.38000,-48.83600,106.51500,97.40000,8.41000,7.97742,0.12742,0.12172
388,19122.94650,8.22410,13875.77000,30.71100,-139.14300,94.30000,9.20000,9.69689,1.84689,1.84119
389,18271.59380,7.72250,13950.54000,42.45900,-4.23700,8.00000,8.16000,7.95037,0.10037,0.09467
390,18356.50970,8.21560,13716.88000,36.28100,64.87500,5.10000,7.98000,7.92157,0.07157,0.06587
391,18717.82050,8.34150,13888.08000,-29.51000,-143.07900,32.80000,8.76000,8.30188,0.45188,0.44618
392,18565.11330,8.08790,14094.50000,-44.85400,55.57900,72.80000,8.63000,8.07833,0.22833,0.22263
393,18550.69070,8.13900,13371.55000,41.55200,-150.17000,78.10000,7.63000,7.82672,0.02328,0.01758
394,18326.79540,7.82890,13890.82000,-27.21500,-40.66800,16.00000,8.97000,8.68542,0.83542,0.82972
395,19401.42580,8.53400,13436.87000,6.46400,22.42300,12.10000,8.08000,7.91072,0.06072,0.05502
396,18373.54730,8.13070,13749.80000,11.54800,-78.54300,47.60000,7.72000,7.86880,0.01880,0.01310
397,18489.24810,7.87820,13798.24000,15.34200,-61.00300,15.40000,8.24000,7.92699,0.07699,0.07129
398,18739.31640,8.13740,13722.58000,-41.74200,-69.46000,64.20000,8.85000,8.41822,0.56822,0.56252
399,17813.07010,7.79050,13542.13000,-47.71100,170.56300,22.90000,8.86000,8.46626,0.61626,0.61056
400,18356.40220,8.11280,13758.76000,-21.17200,-134.59900,46.70000,8.44000,8.02467,0.17467,0.16897
401,18307.52040,7.96950,14286.72000,19.30600,-133.71700,73.70000,9.01000,8.78407,0.93407,0.92837
402,17749.97120,7.77930,13797.45000,-26.00200,-142.02900,93.70000,8.28000,7.97545,0.12545,0.11975
403,17594.94020,7.79920,13697.54000,4.85700,-118.40000,25.90000,8.89000,8.49237,0.64237,0.63667
404,18655.56720,7.91920,14145.42000,-13.76600,98.75100,41.00000,8.63000,8.11366,0.26366,0.25796
405,18670.93460,7.50660,14212.59000,-31.39300,-112.50800,68.00000,7.52000,7.89724,0.04724,0.04154
406,17185.84460,6.74690,13520.08000,-37.32200,-5.98600,42.40000,7.54000,7.82864,0.02136,0.01566
407,18069.26280,7.49680,13325.50000,2.14700,24.16900,32.20000,7.83000,7.88021,0.03021,0.02451
408,17512.99110,6.97810,13380.48000,-14.96400,84.23800,65.00000,8.32000,7.93784,0.08784,0.08214
409,18003.94080,7.12600,13939.36000,-9.88200,106.56400,42.80000,8.61000,8.10094,0.25094,0.24524
410,17661.12760,7.61650,13271.98000,-26.38300,-68.61100,51.90000,8.95000,8.64371,0.79371,0.78801
411,18565.68740,8.10700,14092.01000,22.89500,98.45000,67.80000,7.54000,7.87879,0.02879,0.02309
412,17804.80410,7.48590,13808.49000,19.45300,67.34800,99.20000,9.43000,11.95067,4.10067,4.09497
413,18240.09790,8.17840,14155.63000,-59.20800,-75.19700,43.60000,7.62000,7.87463,0.02463,0.01893
414,18366.05030,8.44930,13822.66000,43.67500,-75.67000,68.50000,8.51000,8.02332,0.17332,0.16762
415,18182.51910,8.15510,13841.96000,-11.75700,166.71100,18.30000,8.43000,8.00147,0.15147,0.14577
416,18531.17290,7.80190,14045.82000,49.41500,-97.80400,19.00000,8.61000,8.07450,0.22450,0.21880
417,18233.86750,7.90420,13830.35000,59.14300,71.36900,90.10000,8.84000,8.41487,0.56487,0.55917
418,18428.33320,7.73510,13920.86000,-17.05100,-85.21400,22.70000,8.79000,8.31126,0.46126,0.45556
419,18527.66160,7.48140,13614.77000,2.16600,-47.05400,52.90000,8.16000,7.91176,0.06176,0.05606
420,18438.90680,7.88570,14262.14000,-42.86700,-9.36600,48.00000,8.34000,7.91533,0.06533,0.05963
421,17394.24900,6.62790,13591.53000,54.72400,0.14900,10.00000,7.66000,7.90678,0.05678,0.05108
422,18862.33360,7.52160,13808.00000,-34.59500,171.02800,75.70000,8.47000,8.04541,0.19541,0.18971
423,18022.37450,8.06500,13469.42000,1.31000,-116.46800,54.20000,9.14000,9.34082,1.49082,1.48512
424,17286.49260,7.54930,13931.99000,-22.24100,-48.63300,89.50000,9.03000,8.88898,1.03898,1.03328
425,18406.38170,8.12090,13265.45000,6.74400,88.36500,29.40000,9.35000,10.93989,3.08989,3.08419
426,18475.10940,7.76950,13347.91000,7.80000,153.14900,69.30000,8.37000,7.95911,0.10911,0.10341
427,17579.43470,7.41620,13617.97000,55.85700,-149.39100,31.20000,8.19000,7.87597,0.02597,0.02027
428,18019.11650,7.82250,13438.75000,-37.14800,145.28400,89.90000,8.09000,7.92668,0.07668,0.07098
429,18673.58640,8.16270,13979.90000,-24.41300,97.58900,66.60000,8.24000,7.92077,0.07077,0.06507
430,18251.01470,7.63040,13755.59000,54.94800,80.63600,27.80000,7.76000,7.89691,0.04691,0.04121
431,19276.27860,8.79140,13546.20000,-56.58800,-114.56100,49.80000,9.03000,8.90749,1.05749,1.05179
432,18205.15060,8.56770,13796.08000,-2.75900,21.18800,29.80000,8.35000,7.95087,0.10087,0.09517
433,18772.77370,7.82660,13638.72000,46.38900,-20.08500,80.60000,8.60000,8.12584,0.27584,0.27014
434,17880.08970,8.11810,14275.31000,-43.63900,143.30900,18.70000,7.78000,7.89463,0.04463,0.03893
435,18847.69460,7.91810,13862.48000,45.57400,-147.42800,43.30000,9.06000,8.94754,1.09754,1.09184
436,18595.90170,8.08190,13887.69000,-31.89400,-123.00700,35.40000,9.37000,11.16491,3.31491,3.30921
437,18897.87260,8.64720,13895.99000,-41.38300,19.92100,58.40000,7.61000,7.82217,0.02783,0.02213
438,18478.02150,7.92110,13260.45000,-25.16000,167.84400,8.60000,7.75000,7.89903,0.04903,0.04333
439,18823.41330,8.46830,13783.41000,-52.49300,30.07700,5.70000,9.34000,10.78749,2.93749,2.93179
440,18340.40000,7.73740,13952.10000,0.30400,-140.67400,39.50000,7.93000,7.88194,0.03194,0.02624
441,18438.81810,8.00730,14164.91000,-50.78700,-19.96100,89.40000,7.92000,7.85085,0.00085,0.00485
442,17748.33480,7.90890,14062.29000,57.60000,54.75900,45.50000,7.61000,7.90464,0.05464,0.04894
443,18585.93000,8.00550,13748.16000,28.78800,13.89000,94.20000,8.31000,7.98450,0.13450,0.12880
444,17855.62640,8.03290,14092.90000,41.57300,-106.28900,70.20000,8.77000,8.24464,0.39464,0.38894
445,17397.48700,6.89570,13841.66000,-27.33400,-41.53000,87.30000,8.56000,8.04905,0.19905,0.19335
446,18951.15270,8.00170,13790.54000,-26.59200,35.05900,77.90000,7.58000,7.83206,0.01794,0.01224
447,17809.22480,8.41340,13962.29000,59.60500,149.25100,95.30000,7.57000,7.84393,0.00607,0.00037
448,18622.77360,7.95580,13561.89000,-55.98400,-7.27600,47.00000,7.98000,7.85445,0.00445,0.00125
449,17409.64830,7.08870,13928.05000,10.62700,-64.53600,71.70000,8.47000,8.01464,0.16464,0.15894
450,17370.04080,7.12590,13903.85000,32.18700,-113.44600,63.90000,8.03000,7.86546,0.01546,0.00976
451,17663.74840,7.32700,13964.76000,-42.27200,-121.34700,46.60000,9.29000,10.38941,2.53941,2.53371
452,17944.72750,7.42710,13341.86000,-50.53400,62.83100,24.20000,9.19000,9.62798,1.77798,1.77228
453,18826.49150,8.27170,13977.85000,32.05300,145.70000,85.90000,9.23000,9.92303,2.07303,2.06733
454,17653.00370,7.06080,14077.88000,7.43400,87.53900,65.20000,7.70000,7.87958,0.02958,0.02388
455,17835.09870,7.53680,14200.79000,-22.83600,-14.21200,57.80000,9.35000,10.98100,3.13100,3.12530
456,18625.40550,7.49510,13895.38000,9.39100,173.96700,91.80000,8.54000,8.03874,0.18874,0.18304
457,17868.17610,7.60480,13746.56000,-54.94000,108.09400,60.60000,8.07000,7.89632,0.04632,0.04062
458,18978.82350,8.12990,14027.86000,15.40200,36.51000,68.40000,7.95000,7.90983,0.05983,0.05413
459,17859.13740,7.52620,13588.86000,-0.98900,-145.58800,18.30000,7.51000,7.86595,0.01595,0.01025
460,18626.13010,7.62780,13516.80000,-41.11800,143.38600,11.40000,7.85000,7.90121,0.05121,0.04551
461,19233.10530,7.97680,14007.47000,14.40900,-109.57500,26.70000,8.08000,7.88209,0.03209,0.02639
462,18571.12230,8.30510,13448.97000,32.56100,-22.92600,7.00000,9.35000,10.95960,3.10960,3.10390
463,17196.88550,6.88710,13526.82000,30.04300,88.36600,55.20000,8.38000,7.98968,0.13968,0.13398
464,18949.76810,7.57930,13740.91000,33.16600,-100.66600,48.80000,9.31000,10.54868,2.69868,2.69298
465,18623.91210,7.15950,13928.50000,-49.53900,56.23800,12.10000,8.62000,8.06465,0.21465,0.20895
466,19026.99190,8.29730,13507.37000,-31.49500,168.03500,44.20000,8.53000,8.07361,0.22361,0.21791
467,18351.68220,8.07510,13224.33000,-27.01400,48.59900,30.40000,8.81000,8.30452,0.45452,0.44882
468,18287.28460,7.55530,13888.69000,-2.35900,130.89000,87.90000,7.99000,7.89066,0.04066,0.03496
